54686.5	1.93e-7	2.60e-8
54693.5	1.30e-7	2.30e-8
54700.5	1.36e-7	2.50e-8
54707.5	1.14e-7	2.65e-8
54714.5	1.43e-7	2.90e-8
54721.5	2.41e-7	3.20e-8
54728.5	1.60e-7	2.60e-8
54735.5	2.42e-7	3.00e-8
54742.5	4.07e-7	3.60e-8
54749.5	3.57e-7	3.60e-8
54756.5	2.38e-7	3.30e-8
54763.5	1.34e-7	3.20e-8
54770.5	8.33e-8	2.25e-8
54776.5	1.20e-7	2.49e-8
54783.5	1.24e-7	2.40e-8
54790.5	9.16e-8	2.02e-8
54797.5	1.48e-7	2.40e-8
54805.5	1.48e-7	2.60e-8
54812.5	1.56e-7	3.00e-8
54819.5	1.15e-7	2.76e-8
54826.5	1.03e-7	2.44e-8
54832.5	8.67e-8	2.04e-8
54839.5	6.79e-8	1.69e-8
54846.5	1.24e-7	2.20e-8
54853.5	1.51e-7	2.50e-8
54860.5	1.32e-7	2.70e-8
54867.5	1.27e-7	3.05e-8
54874.5	1.33e-7	3.00e-8
54881.5	1.81e-7	2.80e-8
54888.5	1.61e-7	2.60e-8
54897.5	1.52e-7	2.50e-8
54904.5	9.44e-8	3.07e-8
54911.5	1.78e-7	2.80e-8
54918.5	2.10e-7	3.20e-8
54925.5	2.69e-7	3.80e-8
54932.5	2.10e-7	3.10e-8
54939.5	3.02e-7	3.40e-8
54946.5	1.94e-7	2.80e-8
54953.5	2.54e-7	2.90e-8
54960.5	3.67e-7	3.60e-8
54967.5	8.99e-7	5.20e-8
54974.5	2.70e-7	3.50e-8
54981.5	1.67e-7	3.10e-8
54987.5	2.03e-7	3.00e-8
54994.5	1.33e-7	2.50e-8
55001.5	1.47e-7	2.40e-8
55008.5	1.24e-7	2.20e-8
55016.5	1.53e-7	2.50e-8
55023.5	1.98e-7	3.10e-8
55030.5	1.39e-7	2.80e-8
55037.5	5.42e-8	2.00e-8
55044.5	1.01e-7	2.30e-8
55050.5	6.15e-8	1.95e-8
55057.5	1.59e-7	2.60e-8
55064.5	1.24e-7	2.30e-8
55071.5	1.28e-7	2.50e-8
55078.5	1.50e-7	2.60e-8
55085.5	1.45e-7	2.60e-8
55092.5	1.68e-7	2.70e-8
55099.5	1.41e-7	2.50e-8
55106.5	1.62e-7	2.80e-8
55113.5	1.28e-7	2.70e-8
55120.5	1.52e-7	2.80e-8
55127.5	1.88e-7	2.80e-8
55134.5	1.92e-7	3.10e-8
55141.5	1.96e-7	3.00e-8
55148.5	2.18e-7	3.00e-8
55155.5	1.98e-7	3.10e-8
55162.5	1.29e-7	2.70e-8
55169.5	1.49e-7	2.70e-8
55176.5	2.01e-7	2.90e-8
