53480.2876295864	0.134058703703704	-0.134058703703704	2.46579	0.3382325	-0.3382323
53649.500010394	0.436854837962963	-0.436854837962963	6.496407	0.07570637	-0.08240075
53651.3818464588	0.374711724537037	-0.374711724537037	5.886043	0.09978192	-0.1158173
54895.1860702231	0.0393649074074074	-0.0393649074074074	2.253343	0.3817781	-0.3826439
54933.0960479986	7.32175925925926e-05	-7.32175925925926e-05	0.5933466	0.2894771	-0.2313075
54987.8865040133	0.103139803240741	-0.103139803240741	0.9347169	0.3593081	-0.293326
55048.1031193308	0.099194375	-0.099194375	0.9778086	0.3262656	-0.3262655
55198.1311001773	0.0652084722222222	-0.0652084722222222	0.870688	0.3131964	-0.2567274
56000.2443920255	0.0394056365740741	-0.0394056365740741	2.077262	0.04931765	-0.04629113
56002.2624713424	0.0415981712962963	-0.0415981712962963	2.020577	0.0332316	-0.03342231
56005.4649102885	0.0370884606481481	-0.0370884606481481	2.040527	0.03495835	-0.03495757
56008.1007057049	0.00960429398148148	-0.00960429398148148	2.219461	0.04035835	-0.04025366
56011.1842340665	0.00198914351851852	-0.00198914351851852	1.80149	0.07864859	-0.07864801
56017.4549671152	0.071328587962963	-0.071328587962963	2.110868	0.0355089	-0.03567875
56034.1827083384	0.00538071759259259	-0.00538071759259259	2.75643	0.06033804	-0.06080952
56038.932166433	0.00104046296296296	-0.00104046296296296	4.00738	0.309213	-0.293931
56041.5680921902	0.103353009259259	-0.103353009259259	4.33265	0.1282682	-0.1253166
56042.0629339031	0.00572253472222222	-0.00572253472222222	4.343528	0.07461296	-0.07419745
56043.0648641285	0.00584259259259259	-0.00584259259259259	4.388224	0.3507645	-0.2407612
56044.0740189834	0.00572708333333333	-0.00572708333333333	4.69409	0.07526318	-0.07526575
56045.0759160838	0.00592945601851852	-0.00592945601851852	5.016161	0.07538114	-0.07556474
56046.0789020036	0.00569813657407407	-0.00569813657407407	4.281624	0.07296804	-0.0729775
56055.3683728276	0.00306488425925926	-0.00306488425925926	4.313681	0.09688885	-0.09689195
56058.234604244	0.0069421412037037	-0.0069421412037037	3.676882	0.3069407	-0.2847206
56063.0378993861	0.00642228009259259	-0.00642228009259259	4.695482	0.07766971	-0.07885927
56066.9861929832	0.00118407407407407	-0.00118407407407407	3.483118	0.1399109	-0.1399116
56070.9349141383	0.00731922453703704	-0.00731922453703704	3.175888	0.3335037	-0.356692
56072.3255341781	0.00561118055555556	-0.00561118055555556	4.029442	0.07030296	-0.07000276
56088.2386538993	0.00566905092592593	-0.00566905092592593	2.347929	0.1135328	-0.144664
